Contig	Operon	Start	End	Prediction	Complete_Interference	Complete_Adaptation	Best_type	Best_score	Genes	Positions	E-values	CoverageSeq	CoverageHMM	Strand_Interference	Strand_Adaptation
JALVPN010000216	JALVPN010000216@1	15588	16178	False	17%	NA	III-C	4.0	['Cmr5gr11_1_CAS-III-C']	[13]	['3.20e-03']	[0.629]	[0.428]	1	NA
JALVPN010000055	JALVPN010000055@1	4044	4823	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[4]	['2.60e-03']	[0.354]	[0.303]	NA	NA
JALVPN010000063	JALVPN010000063@1	2488	3195	False	0%	0%	I-A	0.0	['CasR_1_CAS-I-II-III-IV-V-VI']	[3]	['5.20e-09']	[0.941]	[0.968]	NA	NA
JALVPN010000040	JALVPN010000040@5	161112	161393	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[154]	['7.50e-09']	[0.851]	[0.737]	NA	NA
JALVPN010000188	JALVPN010000188@1	3493	4209	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[3]	['1.90e-05']	[0.619]	[0.518]	NA	NA
JALVPN010000003	JALVPN010000003@2	12176	14278	False	14%	0%	I-A	2.0	['Cas3_0_CAS-I']	[11]	['3.60e-16']	[0.445]	[0.918]	-1	NA
JALVPN010000153	JALVPN010000153@1	1349	2137	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[3]	['2.80e-09']	[0.502]	[0.447]	NA	NA
JALVPN010000148	JALVPN010000148@1	1000	2127	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[2]	['2.60e-04']	[0.54]	[0.732]	NA	NA
JALVPN010000221	JALVPN010000221@1	1325	3370	False	20%	NA	IV-A1	2.0	['Csf4_0_IVA']	[4]	['3.90e-13']	[0.334]	[0.353]	-1	NA
JALVPN010000110	JALVPN010000110@2	8547	9221	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[7]	['6.30e-09']	[0.32]	[0.61]	NA	NA
JALVPN010000041	JALVPN010000041@1	6494	7285	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[10]	['4.60e-06']	[0.364]	[0.324]	NA	NA
JALVPN010000224	JALVPN010000224@1	7211	8068	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[6]	['2.20e-07']	[0.35]	[0.342]	NA	NA
JALVPN010000211	JALVPN010000211@1	40875	41864	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[39]	['2.00e-04']	[0.415]	[0.468]	NA	NA
JALVPN010000213	JALVPN010000213@1	1176	2092	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI', 'Csa3_1_CAS-I-II-III-IV-V-VI']	[2, 3]	['1.90e-04', '3.80e-05']	[0.5, 0.755]	[0.441, 0.644]	NA	NA
JALVPN010000195	JALVPN010000195@1	65	856	False	0%	0%	I-A	0.0	['CasR_0_CAS-I-II-III-IV-V-VI']	[1]	['5.60e-06']	[0.386]	[0.515]	NA	NA
JALVPN010000048	JALVPN010000048@1	199	492	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[2]	['4.40e-04']	[0.551]	[0.559]	NA	NA
JALVPN010000040	JALVPN010000040@3	72035	72256	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[78]	['1.50e-09']	[0.959]	[0.669]	NA	NA
JALVPN010000136	JALVPN010000136@1	181	1170	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[1]	['1.40e-07']	[0.385]	[0.447]	NA	NA
JALVPN010000165	JALVPN010000165@1	10042	10602	False	0%	NA	III-A	1.0	['TPR_1_CAS-III-A']	[14]	['2.70e-03']	[0.684]	[0.325]	NA	NA
JALVPN010000181	JALVPN010000181@1	23366	27064	False	0%	NA	III-B	1.0	['TPR_0_CAS-III-B', 'Csa3_1_CAS-I-II-III-IV-V-VI']	[20, 23]	['4.80e-05', '1.70e-03']	[0.451, 0.84]	[0.352, 0.373]	NA	NA
JALVPN010000029	JALVPN010000029@1	236	1087	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[2]	['2.10e-05']	[0.532]	[0.504]	NA	NA
JALVPN010000177	JALVPN010000177@1	2625	3293	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[4]	['1.70e-14']	[0.771]	[0.881]	NA	NA
JALVPN010000213	JALVPN010000213@2	17184	17417	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[17]	['8.70e-04']	[0.641]	[0.441]	NA	NA
JALVPN010000032	JALVPN010000032@1	6174	6548	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[9]	['1.10e-05']	[0.616]	[0.61]	NA	NA
JALVPN010000003	JALVPN010000003@1	1	1083	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[1]	['6.10e-06']	[0.321]	[0.408]	NA	NA
JALVPN010000151	JALVPN010000151@1	17975	18313	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[17]	['3.30e-17']	[0.69]	[0.703]	NA	NA
JALVPN010000130	JALVPN010000130@3	11738	12418	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[16]	['5.90e-03']	[0.326]	[0.653]	NA	NA
JALVPN010000208	JALVPN010000208@1	5771	6205	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[7]	['8.60e-03']	[0.593]	[0.551]	NA	NA
JALVPN010000041	JALVPN010000041@2	29579	30325	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[39]	['1.90e-04']	[0.418]	[0.345]	NA	NA
JALVPN010000165	JALVPN010000165@3	26468	26962	False	0%	0%	I-A	0.0	['CasR_0_CAS-I-II-III-IV-V-VI']	[32]	['1.40e-07']	[0.612]	[0.495]	NA	NA
JALVPN010000143	JALVPN010000143@1	282	1085	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[2]	['3.50e-05']	[0.422]	[0.394]	NA	NA
JALVPN010000088	JALVPN010000088@1	322	852	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[2]	['4.10e-03']	[0.695]	[0.593]	NA	NA
JALVPN010000143	JALVPN010000143@2	19432	19758	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[18]	['5.70e-04']	[0.596]	[0.551]	NA	NA
JALVPN010000144	JALVPN010000144@1	58668	62258	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[66]	['3.10e-06']	[0.32]	[0.585]	NA	NA
JALVPN010000219	JALVPN010000219@1	6093	8111	False	0%	NA	III-B	1.0	['TPR_1_CAS-III-B']	[4]	['1.20e-06']	[0.421]	[0.339]	NA	NA
JALVPN010000040	JALVPN010000040@2	56014	58848	False	14%	0%	I-A	2.0	['Cas3_0_CAS-I']	[65]	['1.20e-14']	[0.356]	[0.932]	-1	NA
JALVPN010000217	JALVPN010000217@1	12780	13121	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[14]	['5.00e-03']	[0.518]	[0.517]	NA	NA
JALVPN010000175	JALVPN010000175@1	3131	3484	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[5]	['1.30e-03']	[0.559]	[0.542]	NA	NA
