Contig	Operon	Start	End	Prediction	Complete_Interference	Complete_Adaptation	Best_type	Best_score	Genes	Positions	E-values	CoverageSeq	CoverageHMM	Strand_Interference	Strand_Adaptation
JAEXHX010000125	JAEXHX010000125@1	32559	33017	False	20%	NA	III-A	2.0	['Csm3gr7_2_CAS-III-A-III-D']	[33]	['1.10e-03']	[0.484]	[0.467]	1	NA
JAEXHX010000140	JAEXHX010000140@1	2	3270	False	14%	33%	I-A	4.0	['Cas4_0_CAS-I-II-III-IV-V-VI', 'Cas3_0_CAS-I']	[1, 3]	['2.70e-10', '1.50e-12']	[0.775, 0.579]	[0.631, 0.688]	1	-1
JAEXHX010000103	JAEXHX010000103@1	8462	11053	False	20%	0%	I-D	4.0	['Cas3_1_CAS-I-D']	[7]	['4.40e-11']	[0.347]	[0.79]	1	NA
JAEXHX010000023	JAEXHX010000023@1	10733	12017	False	0%	67%	I-A	4.0	['Cas2_11_CAS-I-II-III-IV-V-VI', 'Cas1_0_CAS-I-II-III-IV-V-VI']	[12, 14]	['1.50e-09', '6.00e-55']	[0.726, 0.938]	[0.972, 0.647]	NA	1
JAEXHX010000029	JAEXHX010000029@1	34458	35228	False	0%	0%	I-A	0.0	['CasR_1_CAS-I-II-III-IV-V-VI']	[38]	['6.60e-04']	[0.436]	[0.541]	NA	NA
JAEXHX010000056	JAEXHX010000056@1	2919	3929	False	0%	NA	IV-B	3.0	['CysH_0_IVB']	[6]	['1.70e-04']	[0.487]	[0.47]	NA	NA
JAEXHX010000009	JAEXHX010000009@1	19328	19819	False	29%	0%	I-A	2.0	['Cas3HD_0_CAS-I']	[24]	['7.40e-04']	[0.78]	[0.754]	1	NA
JAEXHX010000113	JAEXHX010000113@1	6163	6747	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[7]	['8.30e-07']	[0.405]	[0.686]	NA	NA
JAEXHX010000036	JAEXHX010000036@1	10098	11324	False	0%	33%	I-A	1.0	['Cas4_0_I-II']	[12]	['8.70e-06']	[0.328]	[0.689]	NA	1
JAEXHX010000019	JAEXHX010000019@1	20326	21258	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[19]	['1.80e-06']	[0.514]	[0.563]	NA	NA
JAEXHX010000035	JAEXHX010000035@1	2773	3711	False	0%	NA	IV-B	3.0	['CysH_0_IVB']	[6]	['1.10e-06']	[0.482]	[0.458]	NA	NA
JAEXHX010000075	JAEXHX010000075@1	1001	7010	False	0%	NA	III-B	1.0	['htpX_0_CAS-III-B', 'CasR_1_CAS-I-II-III-IV-V-VI']	[3, 6]	['2.80e-10', '1.80e-03']	[0.403, 0.408]	[0.379, 0.477]	NA	NA
JAEXHX010000088	JAEXHX010000088@1	16073	17209	False	0%	NA	III-B	1.0	['TPR_1_CAS-III-B']	[22]	['5.70e-05']	[0.541]	[0.328]	NA	NA
