Contig	Operon	Start	End	Prediction	Complete_Interference	Complete_Adaptation	Best_type	Best_score	Genes	Positions	E-values	CoverageSeq	CoverageHMM	Strand_Interference	Strand_Adaptation
JAACVF010000181	JAACVF010000181@1	119	2500	Ambiguous	['0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']	['100%', '100%', '100%', '100%', '100%', '100%', '100%', '100%', '100%', '100%', '100%', '100%', '100%', 'NA']	['I-A', 'I-B', 'I-C', 'I-D', 'I-G', 'II-B', 'V-A', 'V-B1', 'V-B2', 'V-E', 'V-F1', 'V-F2', 'V-F3', 'V-F']	6.0	['Cas2_2_CAS-I-II-III-IV-V-VI', 'Cas1_6_CAS-I-II-III-IV-V-VI', 'Cas4_5_CAS-I-II-III-IV-V-VI']	[1, 3, 5]	['2.90e-30', '2.00e-133', '4.00e-52']	[0.864, 0.964, 0.958]	[0.975, 0.997, 0.988]	NA	-1
JAACVF010000028	JAACVF010000028@1	5010	5513	False	14%	0%	I-A	4.0	['Cas8a3_1_CAS-I-A']	[8]	['6.30e-05']	[0.762]	[0.452]	1	NA
JAACVF010000183	JAACVF010000183@1	1605	2162	False	29%	0%	I-A	2.0	['Cas3HD_0_CAS-I']	[2]	['6.90e-05']	[0.672]	[0.562]	1	NA
JAACVF010000182	JAACVF010000182@1	189	878	False	0%	NA	IV-B	3.0	['CysH_0_IVB']	[1]	['1.10e-04']	[0.57]	[0.434]	NA	NA
JAACVF010000087	JAACVF010000087@1	1759	2061	False	0%	0%	I-A	0.0	['PD_DExK_0_CAS-I-II-III-IV-V-VI']	[3]	['3.00e-23']	[0.535]	[0.34]	NA	NA
JAACVF010000075	JAACVF010000075@1	8330	8623	False	0%	0%	I-A	0.0	['PD_DExK_0_CAS-I-II-III-IV-V-VI']	[8]	['2.30e-27']	[0.929]	[0.553]	NA	NA
JAACVF010000081	JAACVF010000081@1	3676	4389	False	20%	NA	III-A	2.0	['Csm3gr7_2_CAS-III-A-III-D']	[6]	['1.50e-04']	[0.513]	[0.6]	1	NA
JAACVF010000231	JAACVF010000231@1	1167	1475	False	0%	NA	III-A	1.0	['Csm6_6_CAS-III']	[5]	['2.00e-03']	[0.524]	[0.397]	NA	NA
JAACVF010000129	JAACVF010000129@1	800	3406	False	14%	0%	I-A	1.0	['Cas3_0_I']	[2]	['5.20e-19']	[0.389]	[0.922]	1	NA
JAACVF010000190	JAACVF010000190@1	194	550	False	0%	0%	I-A	0.0	['CasR_1_CAS-I-II-III-IV-V-VI']	[1]	['1.00e-08']	[0.58]	[0.307]	NA	NA
JAACVF010000152	JAACVF010000152@1	5790	6626	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[7]	['1.50e-07']	[0.373]	[0.366]	NA	NA
JAACVF010000091	JAACVF010000091@1	7810	9594	False	20%	NA	IV-A1	2.0	['Csf4_0_IVA']	[4]	['7.60e-15']	[0.425]	[0.393]	1	NA
JAACVF010000078	JAACVF010000078@1	5757	6563	False	14%	0%	I-A	2.0	['Cas6_7_CAS-I-II-III-IV-V-VI']	[8]	['5.10e-43']	[0.9]	[0.996]	1	NA
