Contig	Operon	Start	End	Prediction	Complete_Interference	Complete_Adaptation	Best_type	Best_score	Genes	Positions	E-values	CoverageSeq	CoverageHMM	Strand_Interference	Strand_Adaptation
JAWAJX010000021	JAWAJX010000021@2	18678	19505	False	0%	NA	IV-B	3.0	['CysH_0_IVB']	[21]	['7.90e-03']	[0.359]	[0.394]	NA	NA
JAWAJX010000034	JAWAJX010000034@1	2474	3052	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[4]	['7.20e-11']	[0.513]	[0.669]	NA	NA
JAWAJX010000026	JAWAJX010000026@1	1797	2519	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[3]	['2.70e-07']	[0.407]	[0.327]	NA	NA
JAWAJX010000020	JAWAJX010000020@1	4555	5313	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[6]	['2.30e-12']	[0.569]	[0.486]	NA	NA
JAWAJX010000004	JAWAJX010000004@1	32870	37633	False	0%	NA	IV-B	3.0	['Cas3_0_I', 'CysH_0_IVB']	[40, 41]	['3.40e-20', '2.20e-19']	[0.338, 0.335]	[0.885, 0.884]	NA	NA
JAWAJX010000012	JAWAJX010000012@1	23787	24917	False	0%	NA	III-B	1.0	['htpX_0_CAS-III-B']	[20]	['3.90e-10']	[0.703]	[0.647]	NA	NA
JAWAJX010000031	JAWAJX010000031@1	143	3854	False	14%	0%	I-A	1.0	['CasR_0_CAS-I-II-III-IV-V-VI', 'Cas3_0_I']	[2, 3]	['2.40e-03', '1.20e-16']	[0.472, 0.332]	[0.343, 0.824]	1	NA
JAWAJX010000040	JAWAJX010000040@1	2331	2687	False	0%	NA	III-A	1.0	['Csx1_5_CAS-III']	[5]	['2.20e-03']	[0.689]	[0.568]	NA	NA
JAWAJX010000041	JAWAJX010000041@1	1424	2068	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[3]	['2.40e-07']	[0.465]	[0.342]	NA	NA
JAWAJX010000002	JAWAJX010000002@1	510	1601	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[2]	['9.30e-04']	[0.396]	[0.518]	NA	NA
JAWAJX010000008	JAWAJX010000008@1	9488	10297	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[8]	['1.30e-05']	[0.374]	[0.37]	NA	NA
JAWAJX010000028	JAWAJX010000028@2	11902	12606	False	0%	0%	I-A	0.0	['CasR_1_CAS-I-II-III-IV-V-VI']	[13]	['1.00e-05']	[0.417]	[0.468]	NA	NA
